"Brain.ID","Ammon's horn_RG_AB1-42","Anterior group of the dorsal thalamus_RG_AB1-42","Basic cell groups and regions_RG_AB1-42","Basolateral amygdalar nucleus_RG_AB1-42","Basomedial amygdalar nucleus_RG_AB1-42","Brain stem_RG_AB1-42","Caudoputamen_RG_AB1-42","Cerebellar cortex_RG_AB1-42","Cerebellar nuclei_RG_AB1-42","Cerebellum_RG_AB1-42","Cerebral cortex_RG_AB1-42","Cerebral nuclei_RG_AB1-42","Cerebrum_RG_AB1-42","Claustrum_RG_AB1-42","Cortex_RG_AB1-42","Cortical plate_RG_AB1-42","Cortical subplate_RG_AB1-42","Dentate gyrus_RG_AB1-42","Dentate gyrus, granule cell layer_RG_AB1-42","Dentate gyrus, molecular layer_RG_AB1-42","Dentate gyrus, polymorph layer_RG_AB1-42","Endopiriform nucleus_RG_AB1-42","Entorhinal area_RG_AB1-42","Epithalamus_RG_AB1-42","Fasciola cinerea_RG_AB1-42","fiber tracts_RG_AB1-42","Fundus of striatum_RG_AB1-42","Geniculate group, dorsal thalamus_RG_AB1-42","Geniculate group, ventral thalamus_RG_AB1-42","Hindbrain_RG_AB1-42","Hippo_RG_AB1-42","Hippocampal formation_RG_AB1-42","Hippocampal region_RG_AB1-42","Hypothalamus_RG_AB1-42","Induseum griseum_RG_AB1-42","Interbrain_RG_AB1-42","Intralaminar nuclei of the dorsal thalamus_RG_AB1-42","Isocortex_RG_AB1-42","Lateral amygdalar nucleus_RG_AB1-42","Lateral group of the dorsal thalamus_RG_AB1-42","Lateral septal complex_RG_AB1-42","Medial group of the dorsal thalamus_RG_AB1-42","Medulla_RG_AB1-42","Medulla, behavioral state related_RG_AB1-42","Medulla, motor related_RG_AB1-42","Medulla, sensory related_RG_AB1-42","Mid_Hind_Medulla_RG_AB1-42","Midbrain_RG_AB1-42","Midbrain, behavioral state related_RG_AB1-42","Midbrain, motor related_RG_AB1-42","Midbrain, sensory related_RG_AB1-42","Midline group of the dorsal thalamus_RG_AB1-42","Nucleus accumbens_RG_AB1-42","Olfactory areas_RG_AB1-42","Olfactory tubercle_RG_AB1-42","Pallidum_RG_AB1-42","Parasubiculum_RG_AB1-42","Peripeduncular nucleus_RG_AB1-42","Pons_RG_AB1-42","Pons, behavioral state related_RG_AB1-42","Pons, motor related_RG_AB1-42","Pons, sensory related_RG_AB1-42","Posterior amygdalar nucleus_RG_AB1-42","Postsubiculum_RG_AB1-42","Presubiculum_RG_AB1-42","Reticular nucleus of the thalamus_RG_AB1-42","Retrohippocampal region_RG_AB1-42","root_RG_AB1-42","Striatum_RG_AB1-42","Striatum-like amygdalar nuclei_RG_AB1-42","Striatum dorsal region_RG_AB1-42","Striatum ventral region_RG_AB1-42","Striatum_Pallidum_RG_AB1-42","Subiculum_RG_AB1-42","Subparafascicular area_RG_AB1-42","Subparafascicular nucleus_RG_AB1-42","Thalamus_RG_AB1-42","Thalamus, polymodal association cortex related_RG_AB1-42","Thalamus, sensory-motor cortex related_RG_AB1-42","Ventral group of the dorsal thalamus_RG_AB1-42","ventricular systems_RG_AB1-42","Ammon's horn_NL_AB1-42","Anterior group of the dorsal thalamus_NL_AB1-42","Basic cell groups and regions_NL_AB1-42","Basolateral amygdalar nucleus_NL_AB1-42","Basomedial amygdalar nucleus_NL_AB1-42","Brain stem_NL_AB1-42","Caudoputamen_NL_AB1-42","Cerebellar cortex_NL_AB1-42","Cerebellar nuclei_NL_AB1-42","Cerebellum_NL_AB1-42","Cerebral cortex_NL_AB1-42","Cerebral nuclei_NL_AB1-42","Cerebrum_NL_AB1-42","Claustrum_NL_AB1-42","Cortex_NL_AB1-42","Cortical plate_NL_AB1-42","Cortical subplate_NL_AB1-42","Dentate gyrus_NL_AB1-42","Dentate gyrus, granule cell layer_NL_AB1-42","Dentate gyrus, molecular layer_NL_AB1-42","Dentate gyrus, polymorph layer_NL_AB1-42","Endopiriform nucleus_NL_AB1-42","Entorhinal area_NL_AB1-42","Epithalamus_NL_AB1-42","Fasciola cinerea_NL_AB1-42","fiber tracts_NL_AB1-42","Fundus of striatum_NL_AB1-42","Geniculate group, dorsal thalamus_NL_AB1-42","Geniculate group, ventral thalamus_NL_AB1-42","Hindbrain_NL_AB1-42","Hippo_NL_AB1-42","Hippocampal formation_NL_AB1-42","Hippocampal region_NL_AB1-42","Hypothalamus_NL_AB1-42","Induseum griseum_NL_AB1-42","Interbrain_NL_AB1-42","Intralaminar nuclei of the dorsal thalamus_NL_AB1-42","Isocortex_NL_AB1-42","Lateral amygdalar nucleus_NL_AB1-42","Lateral group of the dorsal thalamus_NL_AB1-42","Lateral septal complex_NL_AB1-42","Medial group of the dorsal thalamus_NL_AB1-42","Medulla_NL_AB1-42","Medulla, behavioral state related_NL_AB1-42","Medulla, motor related_NL_AB1-42","Medulla, sensory related_NL_AB1-42","Mid_Hind_Medulla_NL_AB1-42","Midbrain_NL_AB1-42","Midbrain, behavioral state related_NL_AB1-42","Midbrain, motor related_NL_AB1-42","Midbrain, sensory related_NL_AB1-42","Midline group of the dorsal thalamus_NL_AB1-42","Nucleus accumbens_NL_AB1-42","Olfactory areas_NL_AB1-42","Olfactory tubercle_NL_AB1-42","Pallidum_NL_AB1-42","Parasubiculum_NL_AB1-42","Peripeduncular nucleus_NL_AB1-42","Pons_NL_AB1-42","Pons, behavioral state related_NL_AB1-42","Pons, motor related_NL_AB1-42","Pons, sensory related_NL_AB1-42","Posterior amygdalar nucleus_NL_AB1-42","Postsubiculum_NL_AB1-42","Presubiculum_NL_AB1-42","Reticular nucleus of the thalamus_NL_AB1-42","Retrohippocampal region_NL_AB1-42","root_NL_AB1-42","Striatum_NL_AB1-42","Striatum-like amygdalar nuclei_NL_AB1-42","Striatum dorsal region_NL_AB1-42","Striatum ventral region_NL_AB1-42","Striatum_Pallidum_NL_AB1-42","Subiculum_NL_AB1-42","Subparafascicular area_NL_AB1-42","Subparafascicular nucleus_NL_AB1-42","Thalamus_NL_AB1-42","Thalamus, polymodal association cortex related_NL_AB1-42","Thalamus, sensory-motor cortex related_NL_AB1-42","Ventral group of the dorsal thalamus_NL_AB1-42","ventricular systems_NL_AB1-42"
"1-03-14-16_03",0.0328691619228291,0.0302771160385234,0,0.0338919087123193,0.0171240593033212,0,0.00824576534774231,0,0,0,0,0,0,0.0161282367447596,0.0129147504766406,0,0.0206868104614067,0,0.0096650337614193,0.012213694777314,0.0158198851842848,0.0199614562592478,0.0118734142769103,0,0,0.0121810122712277,0.00763691904865808,0.0461410669786801,0.0186616124799533,0,0.0265419211114034,0.0313849627012171,0,0.00326131267835304,0.0296336206896552,0,0.0431846493432699,0.0122380102211305,0.00239688543441817,0.0284566221896768,0.0350070385614089,0.0618624180935735,0,0,0,0,0.0164403377262707,0.0132812493391519,0.00651788387572261,0.0156368196962025,0.00328665576802968,0.00911776310878398,0.0141019373336451,0.0167642313402976,0.0176978113773558,0.00458479527290002,0.0063609315686878,0,0.0314089435228197,0.0160018350227193,0.0774740861605541,0.00352531042316782,0.0375798319327731,0.0146259015680171,0.00688095715144403,0.044475844435473,0,0,0.0153651729252869,0.0119485270830747,0,0,0.0107544799306374,0.0624026315188341,0.0212283594394064,0.0176464446068706,0.0382689571113284,0,0,0.0616334422596366,0.011819755796716,0.0299681277579951,0.028850696315814,0,0.0295576494016558,0.0147202811833131,0,0.00787054927251233,0,0,0,0,0,0,0.0170727584458236,0.0131776911440132,0,0.0201985374910014,0,0.00716178136438956,0.00841710737370369,0.0270741187508377,0.0214544902044902,0.0132719741520023,0.00235616673092576,0.06842400448682,0.0102708238447921,0.0156655020849769,0.0460089055542536,0.016553410613934,0,0.0267939077273962,0.0398555836826161,0,0.00608969956357555,0,0,0.0351607324237516,0.0125529609647866,0.00218943074800552,0.029477548851477,0.0327207727596925,0.0594805231411015,0,0,0,0,0.0175855445288118,0.0141131051832303,0.00383015104018239,0.0164996959515488,0.00569191734169143,0.00859077443927211,0.0143995754625519,0.016483495806415,0.0171321709021939,0.00506536484343154,0.00274725274725275,0,0.0340531894422886,0.0154136383710723,0.0916239362311419,0.000568971220641747,0.0385186284696452,0.016004992073397,0.00678468599446963,0.03509754028838,0,0.0102040816326531,0.012177812709494,0.0110431847186201,0,0,0.010965855770048,0.0700678705383581,0.00136283469616803,0.0227954409118176,0.0367158467287515,0,0,0.059683321286592,0.0154919739126225
"1-03-28-16_10",0.0222867608329025,0.0247541231653805,0,0.0528021957642521,0.036874094730145,0,0.0068456726954962,0,0,0,0,0,0,0.0178171398801771,0.0131063613129419,0,0.0297750814618983,0,0.00780922400014585,0.00889990631677561,0.00861781216810803,0.0276491781336805,0.0267128445274925,0.0270562462658966,0,0.011513335646177,0.0182365620830054,0.0755428240848737,0.0304002884962135,0,0.0237587612636945,0.0162971184932653,0,0.00494133155466447,0,0,0.0477851187362357,0.0117434899910729,0.00689385329134915,0.0467379970310405,0.0265319496561754,0.0409950737449956,0,0,0,0,0.0161217916121077,0.0148904499709,0.00281171397772188,0.0177791249023967,0.00613154748033511,0.0168698517298188,0.0145515145684909,0.0209219194499435,0.0244160471278265,0.00754136769658808,0,0.0398413556877592,0.0589070665757782,0,0.0209677419354839,0,0.00958130988318677,0.00784499405822935,0.00714486506746627,0.0274581629706191,0,0,0.0129710579697723,0.0163970058418241,0,0,0.0109002492077963,0.0578192682897563,0,0.00167399852065247,0.0356068397475277,0,0,0.0457569543369703,0.00620336180028054,0.0234273358680613,0.0262098156984548,0,0.0510941860558634,0.0344436452166215,0,0.00622930226324857,0,0,0,0,0,0,0.0132404976600845,0.0131505780989861,0,0.0268906268058712,0,0.00652410525641847,0.00667284039181416,0.0103450599811295,0.0237666805821469,0.0261945035377563,0.013322585701171,0,0.0102035413377028,0.0104714021094016,0.0748366182125429,0.0335060449050086,0,0.0247651503689572,0.0171213252530865,0,0.00417770046904478,0,0,0.0489182904774208,0.0120934669456144,0.00208177200433009,0.0457406892051398,0.0229069492300063,0.0427552169947964,0,0,0,0,0.0183018755851481,0.0155882162332986,0.0445764188641075,0.0156517238157134,0.00647496469616058,0.00902089634134392,0.0141307571136691,0.0223150886724188,0.0238241481259886,0.00811654724505885,0,0,0.109510756504075,0,0.145276292335116,0,0.0150608890227635,0.00521188864085014,0.00311140076103181,0.024947747587495,0,0,0.0153139699425586,0.0121429864505438,0,0,0.010702031345324,0.0657892815242843,0,0.00394416131176601,0.035212307094867,0,0,0.0484338626538078,0.0048843122938644
"1-03-28-16_18",0.0223689787768334,0.0173527978473208,0,0.0434618633840212,0.0258092839483352,0,0.00567866031945485,0,0,0,0,0,0,0.0288027289324493,0.0180410542793844,0,0.028276238753943,0,0.00871617476654625,0.00512840548002292,0.0254032155323974,0.0211110448117429,0.0202446972622185,0,0.0139199602286851,0.0115750954015294,0.0146754369873424,0.0557283738169303,0.0211267605633803,0,0.0236785585865752,0.0170695513974378,0,0.00403666170256559,0.0312620609803165,0,0.016969254630052,0.0172480321587625,0.00618894174211038,0.0368388511544945,0.0260397747911369,0.0281121541198847,0,0,0,0,0.0201777464901748,0.0149392096656831,0.000364904905781553,0.0167969014111715,0.00593893907190932,0.00328839197632358,0.0125565419159725,0.029863152280824,0.010572177763485,0.00825128903168114,0,0.051884383617608,0.045330748169709,0.00369912635840614,0.100775862641119,0,0.0610893770689136,0.00540215484840892,0.00300784975423667,0.0303922260415512,0,0,0.0112003711365584,0.0110084085743773,0,0,0.00889272937752542,0.0550614509978429,0,0.000732323232323232,0.0312338681150173,0,0,0.046879894110396,0.00284277702572036,0.0243572042251387,0.023691344815658,0,0.0390478122675323,0.0245988465612617,0,0.00574890205223832,0,0,0,0,0,0,0.0253460436187727,0.017258186229287,0,0.0278311354908267,0,0.0115586421233369,0.00517942721628432,0.0349164737708118,0.0243066494302195,0.018802521379759,0.0051379936984403,0.0393749042439099,0.00959291750394453,0.0149445660862614,0.0620273034295771,0.025,0,0.024267768000729,0.0125021075703929,0,0.00426070754915045,0,0,0.0231207430340557,0.0164115291519336,0.00443298586637979,0.0374191626957114,0.0250818169917528,0.0282402735732705,0,0,0,0,0.0180548286818181,0.0129967648084466,0.000180774138664398,0.0154300065631572,0.00228525174562164,0.0119968348776068,0.0106193096983073,0.0258843136208896,0.0111205392164711,0.00748053202829223,0,0,0.0451419574843184,0.00697584799414878,0.112782143821891,0,0.0472509960159363,0.00669651472461307,0.00144553930662298,0.0272801709504124,0,0,0.0110327702758815,0.00903026476244644,0,0,0.00851888811243953,0.0550485099844497,0,0.00208743364943043,0.0328713766933101,0,0,0.0475518308503459,0.00358653432746969
"1-04-26-15_06",0.0054836501880069,0.0041157727031333,0,0.023759071022931,0.0124285102043832,0,0.000851615401790566,0,0,0,0,0,0,0.00382895792731858,0.00541105978786021,0,0.0114915516793045,0,0.00150652305730414,0.0020108506528842,0.00142404674801738,0.00478383332588188,0.00300068998343302,0,0.00111408199643494,0.00492909588955449,0.00506665354911703,0.00938649615215141,0.00636690647482014,0,0.00732715201603959,0.00338431121707275,0,0.000818132456745374,0,0,0.0077849139488976,0.00495179907209039,0.00136173818313866,0.00484024284980679,0.0223219458753384,0.00296984465427962,0,0,0,0,0.00247944666328268,0.00172756255111749,0.00172556598564329,0.00174143966852315,0.00104288282872345,0,0.00330920649381533,0.00448306211870249,0.000293633221730208,0.00456687167996191,0,0,0.00396832329443949,0.00195287792536369,0.00861443159270193,0.000119607686787338,0.0323345927422898,0.00102446611345497,0.00263906401196376,0.00722056671309929,0,0,0.0059652895473791,0.00384787428994695,0,0,0.00316820283383455,0.0298723815479067,0,0.00181746908520723,0.0057937451862874,0,0,0.0101490365008779,0.00234019135627574,0.00591557095748341,0.00452802177409378,0,0.0215413292945768,0.00536770115255715,0,0.000784531488046929,0,0,0,0,0,0,0.00308950045154237,0.00520763716351445,0,0.00960397040668958,0,0.00152454973469845,0.00189226223212371,0.00148758439180684,0.00702058640701641,0.00333360732071692,0,0.00204248366013072,0.00278969245919024,0.00116776956014013,0.0100969010441114,0.00727998969204999,0,0.00822945500616877,0.00418669617428846,0,0.000839856490541422,0,0,0.00729982510835678,0.00484824848566852,0.00103661258044546,0.00496051574827472,0.0232124758884493,0.0027972027972028,0.000887648998224702,0,0,0.000887648998224702,0.00254110003725782,0.00175409233345219,0,0.0017199457833922,0.00182563841113227,0,0.00312630417933584,0.00479434522801438,8.0021710237908e-05,0.00438996430711513,0,0.00196592398427261,0.0040093827097368,0.00181470288985741,0.0085473902738399,0.000129251847224317,0.0115065971156797,0.00319568895294191,0.000608413489396222,0.00591907103692757,0,0,0.00441339177104155,0.00297155206450138,0,0,0.0029040384415071,0.0340167319195403,0,0.00229833088429223,0.00599559789494623,0,0,0.0103600007883948,0.00284797783486436
"1-04-26-15_17",2.28938994073638e-05,0,0,0,0,0,3.63373277994999e-05,0,0,0,0,0,0,0,3.84553264472662e-05,0,0,0,4.16150813054651e-05,1.624317110015e-05,0,0,9.35526181503419e-05,0,0,0.000373597461757496,0,8.61417126886743e-05,3.43206232625184e-05,0,3.78302991390943e-05,0,0,3.45165718768386e-05,0,0,0,4.13590831045782e-05,0,0.000184006935016929,0.000140849879637376,0,0,0,0,0,0.000235308333412829,0.000292295814855378,0,0.000264417342115651,0.000683411166271714,0,2.91762097185955e-06,2.69418610486723e-05,3.11192989444334e-06,0.00339235265734291,0,0,0,0,0,0,0,0,0,0,0,0,4.16329362784781e-05,0,0,0,0.000655411460954175,0,0,0,5.49074093968063e-05,0,0,2.44055717920401e-05,0.00114379027461525,2.30850916478138e-05,0,0,0,0,0,0.000127196319905911,0,0,0,0,0,0,0,4.17581946186215e-05,0,7.38000448167545e-05,0,0,0.000111054041673029,0,0.000254262361773734,3.79029340316662e-05,0,0,0.000227254227651716,7.02181443685048e-05,2.15978056629446e-05,0,0,3.57705498082549e-05,0,0,3.42732779819894e-06,0,0,0,3.93194206584645e-05,0,0.000195237893128475,0,0,0,0,0,0,0.000220808447596842,0.00025688562444465,0,6.8673045992955e-05,0.00135672635061207,0,2.89564668477411e-06,2.43161673905892e-05,0.000327618866081321,0.00314303519657518,0,0,0,0,0,0,0,0,0.000662471016893011,0,0,0,0.0012389216072353,0.000833952241285986,0,0,0.000743797687029128,0,0,0,4.66713620885495e-05,0,0,2.61309815449943e-05,0.00151831568180365
"1-06-24-15_06",0.00484668362243877,0.000603937673632081,0,0.00953118749325324,0.00743234023197635,0,0.000337692762084865,0,0,0,0,0,0,0.000756107934407637,0.00260217361184419,0,0.00551278187248267,0,0.00237383582412822,0.000870399430746066,0.00183238905621433,0.0018345501629825,0.00276483928743269,0,0.000191277735271614,0.00285441137898391,0,0.00543673655503819,0.00240561140513028,0,0.0054904337708131,0.00932789872918924,0,0.000696714319320632,0,0,0.00353961668282809,0.00236533171497586,0,0.00229607306697034,0.0113978322814306,0.00112704187174549,0,0,0,0,0.00270807443921667,0.00173371220796828,0,0.0017996209271387,0.00108112423614415,0,0.00186452819161454,0.00322772109324214,7.42734061212713e-05,0.00586308877153205,0.0016759363472803,8.82768361581921e-05,0.00740505574013148,0.000153263416022595,0.0195339179848646,0.000154138622000719,0.05507687109309,0.00174777110089941,0.000985786934411266,0.00263939841636095,0,0,0.00276722848205225,0.00110763585617324,0,0,0.00235731403139825,0.0169061019251469,0.000820524041354412,0,0.00300489677181798,0,0,0.00617071414837437,0.00204634350004395,0.00655127383731648,0.000830855343711737,0,0.011665839499908,0.00543658959589515,0,0.000224440301996895,0,0,0,0,0,0,0.000650784427658338,0.00251676450617203,0,0.00499775782468227,0,0.00276776519052523,0.00109298440634179,0.000587342763447702,0.00176557780936819,0.00306673747244551,0,0,0.00176911264643244,0.00155333773445691,0.00437059078026082,0.00239947464134169,0,0.00639693603246819,0.00763053140993652,0,0.00125067255631601,0,0,0.00342867609600293,0.00230392787954919,0.000234339348043266,0.00155558678575063,0.0102827763496144,0.00187674618069414,0,0,0,0,0.00260143178816923,0.00159400590403442,0,0.00160299114230181,0.00126167122440293,0,0.00195670663657861,0.0025979660029076,7.0970031291332e-05,0.00581284607610481,0.000509474708762965,0,0.00797441781857644,0.000168539664004141,0.0208196789069373,0.000195784115382105,0.039053751399776,0.00161027394536997,0.000820132513532187,0.0031373303820614,0,0,0.00219716401297004,0.000805910948008232,0,0,0.00229034501294812,0.017233024358698,0,0,0.0030086143892922,0,0,0.00593496280340155,0.00203325637891751
"1-06-24-15_08",0.00520469086411458,0.00285078570435266,0,0.0173065920793338,0.0107110538772101,0,0.000812989626442911,0,0,0,0,0,0,0.00318196393774204,0.00413730968863195,0,0.00858891798737533,0,0.00172749525396622,0.00472311095574952,0.00185051917343477,0.00474366095009238,0.00342749874583969,0.000449666376559327,0.0098159509202454,0.00317352364947654,0.00109236557834689,0.0189520493153263,0.00564611988453048,0,0.00764832599580995,0.00180907486143044,0,0.00196591136361953,0,0,0.00309499747347145,0.00381208064932033,0.00140149705367097,0.00534158801981451,0.00950772473231591,0.00867486774172987,0,0,0,0,0.0030551888163884,0.00206407419655174,0,0.00246209611118115,0.0010571573777068,0.000493923591169106,0.00429576156908344,0.00475066097746132,0.00114597157517928,0.00145414451706807,0,0,0.00564050079644179,0.00809844175896894,0.0168291975912972,0.000843001290203194,0.000236742424242424,0.00249889029542802,0.00192344362734938,0.00624538311731919,0,0,0.00525053070555576,0.00277803500324104,0,0,0.00206936820378485,0.0352301475554335,0,0.0062014899177035,0.0069988682585749,0,0,0.0139003701973188,0.00219946091644205,0.00596943983361146,0.00254711327162549,0,0.0179314734629268,0.00660608238777361,0,0.000736050481257955,0,0,0,0,0,0,0.0029895044735031,0.004001987167916,0,0.00836318143647924,0,0.00114446204097793,0.00173752402825973,0.00292089125414812,0.0058408548604627,0.00389510130887264,0.000413528652523151,0.000736196319018405,0.00260689201344544,0.0016759378120097,0.0149892933618844,0.00835196355506812,0,0.00784457133002276,0.00194564284764771,0,0.00236306778001518,0,0,0.00248749529392782,0.00369144142495075,0.00217700502162492,0.00695779211504638,0.00984322495728946,0.00836243281814593,0,0,0,0,0.00339710891442571,0.00217837903264584,0.00012005402431094,0.00256011489826083,0.001365869958042,1.20545831525146e-05,0.00473116527854142,0.00439410086020233,0.000499630118788029,0.000951327772641601,0,0,0.00690673069722337,0.00668540903258826,0.0219835649712534,1.7487511002559e-05,0.00396438770367882,0.00329598987898057,0.00186781248167785,0.00477728897442947,0,0,0.00424438862944625,0.00187942297649314,0,0,0.00192997065137279,0.0339915152150003,0,0.00494788498195239,0.00675060239730817,0,0,0.0138517436171739,0.00110075724507032
