"1-09-23-15_04",0.187431097623718,0.165992506182262,0,0.323399353462814,0.302508580033113,0,0.284037894094617,0.000122417001273137,0,0,0,0,0,0.195352337852386,0.263612077094073,0,0.265345037075683,0,0.383286196392557,0.121535888916295,0.34431184158266,0.203211128784592,0.222132027521712,0.107390523796114,0.0859928619458956,0.0649114302965363,0.298138921027692,0.151428563440295,0.162978259175563,0,0.219988058127687,0.175855443205329,0,0.042468723090493,0.00510938602681722,0,0.0983627352327341,0.263493508454115,0.340886507042437,0.13942143941826,0.156997517326701,0.0892717365658742,0,0,0,0,0.114850948118479,0.129836179327069,0.0737127722241327,0.133140334547459,0.172092803051652,0.0772648352039063,0.298070304712514,0.218210048411911,0.245307274275688,0.120258987551133,0.424261129966061,0.0338667925229902,0.06355870834433,0.0577382857182029,0.0799386926467108,0.0546457352589165,0.350052575573452,0.253179849023699,0.322321765202248,0.0803992417811632,0,0,0.195941603780037,0.246765440673875,0,0,0.237289108715041,0.260601653354694,0.124377650746819,0.184451927860357,0.124545613738829,0,0,0.152994891777285,0.0576799878513056,0.191233231875598,0.176771248925253,0,0.317317069018767,0.296867958789983,0,0.287939060839512,0.000257075702673587,0,0,0,0,0,0.222947996336337,0.254293377215609,0,0.258646155328547,0,0.641000031881378,0.0409659042325535,0.277292226414284,0.200650609307539,0.210744826534167,0.136694436527502,0.0772451030529358,0.034977256904575,0.281490467152241,0.152045662169406,0.190656668914507,0,0.222085974737224,0.165401235341465,0,0.0492861936198865,0.00416402136161631,0,0.100971769556544,0.253986439429465,0.311351366296021,0.125094817021172,0.150451757563322,0.0709456889450894,0,0,0,0,0.117777045837059,0.133172637727732,0.0825067727931599,0.131617881788508,0.199754324041964,0.0801283379057587,0.298178616937251,0.205851665326186,0.252010159601438,0.108226913068012,0.416251439342349,0.217318478678448,0.0682564444836404,0.0559918538141683,0.111863433314222,0.0605122508206035,0.298940027131478,0.323863524769109,0.37266420062154,0.16372550308952,0,0,0.179224711650197,0.237539048595023,0,0,0.233441477648375,0.268745082342883,0.0712336345196386,0.172984430011913,0.128121101804891,0,0,0.161232269080489,0.0287591131106851
"1-1-11-16_12",0.165103587843174,0.200762757731285,0,0.275093900454697,0.303184140110106,0,0.299397255862578,0,0,0,0,0,0,0.304978588234903,0.318086183725424,0,0.273833243836371,0,0.270135148229849,0.121884501823743,0.360446434062442,0.249096969912826,0.220461388171913,0.175592577917431,0.0466535369515384,0.0700990865312751,0.248972744146145,0.131707118118693,0.185046847956617,0,0.187189158303087,0.255154087026861,0,0.0784917917402885,0.0101208172559934,0,0.123095031821056,0.321232866333902,0.348156021888001,0.138289044083071,0.171692856200986,0.103248347137134,0,0,0,0,0.14553576798962,0.151787662303889,0.0708215415987291,0.148401331111943,0.28372563630018,0.173570723456664,0.247633936812508,0.218985291206879,0.216568929052105,0.157085794937928,0,0.0377478983790813,0.0958877136068656,0.0445633550804757,0.160973062136259,0,0.30857395394149,0.301152820760784,0.126634618706336,0.10028053379065,0,0,0.219154509160963,0.285547473360844,0,0,0.248872828299492,0.208812520088357,0.0924936488226113,0.154887992571528,0.14389555701968,0,0,0.158916807410135,0.0631715594314013,0.172143911381469,0.229281104435007,0,0.284230659589503,0.302854634935208,0,0.309948464177525,0,0,0,0,0,0,0.267030530230421,0.313160888595737,0,0.268395255024556,0,0.607581042485374,0.0332142951044199,0.27589138681513,0.249719184720256,0.259522763024717,0.237583705357143,0.0791835810515761,0.0438750884030324,0.272796498369242,0.140764961908897,0.197257539729013,0,0.193713581349712,0.175787686503991,0,0.0837356570799562,0,0,0.151402559279044,0.316334418846123,0.360792800479536,0.133434606354091,0.186282146549341,0.110562866059175,0,0,0,0,0.151203677791777,0.155864462394901,0.0700048628434294,0.154240189663521,0.26853973925164,0.151399144162832,0.269351764626043,0.208948922137023,0.192682087905353,0.144698478650161,0,0.136206305891248,0.117427167453415,0.0742867888318503,0.209362348945188,0,0.3532556668852,0.309202481054957,0.121977713692345,0.14644334272787,0,0,0.209568481596257,0.285355423773751,0,0,0.249655615030907,0.202990563833131,0.0969492269423987,0.179638217089521,0.15169530443412,0,0,0.166577419348691,0.0289684763436677
"1-1-18-16_16",0.187555468496382,0.132446226590263,0,0.291824489350828,0.302204710967463,0,0.279554605191229,0.110718220103679,0,0,0,0,0,0.374552343270466,0.303326699846593,0,0.283906783975822,0,0.285458701780983,0.107258779932629,0.249782862914418,0.294616468818966,0.206461290994755,0.145491819597698,0.0686646137832329,0.0499046534291427,0.218852625177377,0.0995151056565224,0.193636116841337,0,0.197300985667865,0.183625866314247,0,0.0428770569525071,0.00923422486585417,0,0.124845676565655,0.304675487374513,0.27841577609545,0.138449187339581,0.165827069452673,0.099985368036907,0.0786126097535174,0,0,0.0902861973741828,0.105504234028177,0.129191144244864,0.0216767076544483,0.132044971947403,0.172346618193978,0.0372377842859745,0.356375679144012,0.208004793082862,0.236906410145177,0.133116038910633,0.261368321965234,0.114317302377004,0.0493008952723423,0.0406342661318427,0.0347725586736962,0.0567141442216961,0.236527156221828,0.253299226602394,0.320900288737208,0.127012171181782,0,0,0.214169280238007,0.286590377890267,0,0,0.24588565748284,0.219334822613119,0,0.157756773486977,0.125542781455977,0,0,0.135732406258697,0.0372323283299268,0.182476659871892,0.15194951120394,0,0.302991928185446,0.295672125643065,0,0.296807797902749,0.0969896844754195,0,0,0,0,0,0.389556357963041,0.30035973775071,0,0.281900456795097,0,0.541200084620958,0.0581613828394838,0.182391560255184,0.279199744418251,0.2343286444307,0.182817924274301,0.0835564018076274,0.0307123334615604,0.232210518997462,0.108252444803765,0.188288630359998,0,0.209246096206676,0.169445522055758,0,0.0480499259416305,0.0176878253973727,0,0.143322920915057,0.301680829584912,0.288366859320949,0.121581936583902,0.165586430331521,0.107685500900793,0.00902392582167398,0,0,0.0110968770944507,0.125552591700257,0.148486809895674,0.0646541592162877,0.151560079266714,0.203832686051731,0.0640346240974863,0.36254601562671,0.200397936155675,0.20758707271407,0.124571966530704,0.35887439232942,0.160467269005619,0.0680337844009346,0.0596955228978892,0.0806268761249937,0.0843130137000674,0.272008805132748,0.345490681282506,0.380261109946987,0.158291136731406,0,0,0.195337398432568,0.268322346755857,0,0,0.244393536632378,0.212026724078774,0,0.170149502874253,0.131315134690778,0,0,0.143118848611104,0.0143653270440895
"1-1-20-16_17",0.160034290122442,0.124301561918695,0,0.189610089774078,0.166997816095544,0,0.244135133793308,0.00998815640193816,0,0,0,0,0,0.181216820375309,0.238648179915832,0,0.178680150545905,0,0.259325948367282,0.133736132315882,0.289247982798069,0.128805240883909,0.204774500417647,0.108937495412303,0,0.0642279532950159,0.230656303136484,0.0801983330627197,0.159927345723374,0,0.194409505470829,0.204965966334184,0,0.0399039704448728,0.0506680110915049,0,0.0735643845464586,0.242990182668329,0.303058670598735,0.084615899475466,0.152862660594443,0.0662439075278238,0.0307353456474946,0,0,0.0435641222728079,0.113711567407013,0.126719597155319,0.0576785571515003,0.125457521539168,0.204174107659332,0.0960338089221864,0.317847584483593,0.163365774217689,0.17973147779686,0.0845806035054273,0.470148528510914,0.0154725674791661,0.0672429760334049,0.0747458532390693,0.0811144476034396,0.0557363027729632,0.295811946251676,0.23649741413261,0.337072387708219,0.116579085104156,0,0,0.17581043092776,0.256010332036139,0,0,0.208171338942237,0.183516232718993,0,0.118619353421155,0.100806075881925,0,0,0.120749142011888,0.0358072327572463,0.16149782557636,0.135941185917453,0,0.193205400382154,0.187571010219527,0,0.265680443379861,0.0110091814022505,0,0,0,0,0,0.173434884499498,0.240769939535589,0,0.181911627042752,0,0.565608411290909,0.0701910434372068,0.176763418169915,0.128045439083376,0.221920585829555,0.137101176116661,0.0313512829836682,0.0320129979089324,0.230830616020539,0.0895571349751587,0.182839794407681,0,0.200699014222095,0.195114972250213,0,0.0433723662347551,0.0116815487825856,0,0.0655883154395335,0.245133922632347,0.34379528620884,0.0881379024559591,0.152303729289854,0.0702188015227993,0.0250368964790217,0,0,0.0367016426882601,0.119234688014754,0.129437775865517,0.0689332097558283,0.129717019380173,0.200947736516195,0.0839544438706812,0.327105919778974,0.155646698565181,0.191918175488998,0.082782746535319,0.431389274727522,0.0919233489807729,0.0841372730914852,0.0883137706414713,0.136963570783282,0.0601393060100652,0.296519173048568,0.330407100609164,0.355171918332641,0.119828331241263,0,0,0.160421236054908,0.224708476218512,0,0,0.211525906342806,0.185772894530175,0,0.14021945901489,0.104551238928142,0,0,0.127360819945932,0.0140540753013835
"1-10-14-15_07",0.145676044578643,0.0945955099171808,0,0.185714255665098,0.182820080266945,0,0.236761378804517,0,0,0,0,0,0,0.244792782393629,0.236733353722549,0,0.202782457552226,0,0.308613092745418,0.136132372822524,0.227359800006697,0.219494005745839,0.103713518775991,0.118062889526841,0.00481076408463938,0.0556922020678652,0.241054568048635,0.0611926707083671,0.105100645641186,0,0.165523966961451,0.144342093304043,0,0.0390272776480488,0.0556197697535716,0,0.084512423332381,0.239254419107945,0.255369694072046,0.0743866063292681,0.13459562431774,0.0791871791671294,0,0,0,0,0.100808666429377,0.106815314668074,0.0369940771695736,0.112950768415216,0.132560751602159,0.0606443445326054,0.28305003703361,0.190604181571175,0.168143380392221,0.0960628433001144,0.445547161450993,0.012090284592738,0.0505853883719475,0.0382025912079412,0.0674203017218565,0.109828200753417,0.212537129089636,0.297976462401376,0.36270264397973,0.0405499685541586,0,0,0.16345516868637,0.196815095598105,0,0,0.19593604027438,0.179448184654331,0.0304719435154218,0.108137103929347,0.0798590689482025,0,0,0.0876747762096724,0.0431457035611499,0.154783844415505,0.106622158865553,0,0.190290410933553,0.199529919117462,0,0.240852268502158,0,0,0,0,0,0,0.2465592573741,0.232997138518792,0,0.20589564981095,0,0.567193809344438,0.0669510772054182,0.129094592674906,0.220248712387762,0.109657504934049,0.171075814456371,0.00424382224374578,0.0279787505209426,0.229231325875138,0.0535701542081514,0.134541502454271,0,0.166549514149483,0.110221431581799,0,0.0423491611664459,0,0,0.129577666499583,0.235088138969873,0.263747673177824,0.0669563546695071,0.129806586730357,0.0668086144835581,0,0,0,0,0.107290235575822,0.111830370156095,0.0497671869203896,0.113944414807376,0.160173176408465,0.0939769767599115,0.283197379547791,0.177809034060373,0.169153427315479,0.0861107539279651,0.379779336313587,0.160579427083333,0.0668561653123598,0.0477882471880471,0.0983263355218696,0.199980278079085,0.212060315985465,0.284031880289841,0.331242619025449,0.102115507579417,0,0,0.128896086648433,0.183735908920782,0,0,0.190858429955317,0.177663190701933,0.0884091753656971,0.134639876010741,0.0897589619191307,0,0,0.0943671342507414,0.0177538828173305
"1-10-14-15_14",0.158799833389957,0.108821490947616,0,0.215141248133196,0.222433348071468,0,0.2184438368083,0,0,0,0,0,0,0.297166639292698,0.278649285584047,0,0.208483662364907,0,0.246504814211556,0.151581098909035,0.188073525104943,0.194684867785865,0.191104467442025,0.0275199608698168,0.000182251028009705,0.0606750491750372,0.207460210316018,0.0967773571477569,0.0826862684197812,0,0.179628994999568,0.190314504991872,0,0.0348852016997867,0.00115929499145266,0,0.0657124841655578,0.283657427677513,0.22068950653908,0.0831872752299043,0.140408864183324,0.0498350584178166,0,0,0,0,0.0936195080334261,0.10343054838209,0.00638561461971477,0.110161305582429,0.12859950665808,0.0427871128991476,0.252697019995811,0.204277192571371,0.217859842577545,0.10053332848253,0.305420215804307,0.154241699867198,0.0287160092776577,0.0336356394941888,0.0406966722024848,0.000750368184388982,0.231408645481717,0.292945247781119,0.256395143686622,0.0984529523239531,0,0,0.164776025731545,0.235513759403711,0,0,0.194148017153274,0.176631449123392,0.066111586864249,0.104732160905599,0.0873317248998901,0,0,0.112013437819605,0.0364508688415581,0.171337649913859,0.126698216878796,0,0.227125667087768,0.220054924552664,0,0.233158413610569,0,0,0,0,0,0,0.30391456585459,0.283469088185759,0,0.219122965985423,0,0.492706169636247,0.0638395201334845,0.0987054470958481,0.212910564420233,0.189775738161029,0.0505037470143546,0.0217101239784289,0.0288708583678175,0.205682025025101,0.108517598005004,0.162616125117055,0,0.178199046140721,0.139469928621563,0,0.035160348547294,0.015363741569895,0,0.0798088151014816,0.288951414526558,0.241541105229214,0.0812231816989988,0.153009961396906,0.0666031466892097,0,0,0,0,0.10599081028642,0.113840907482061,0.0327400136232892,0.116190145024352,0.178290179176379,0.0655515919156285,0.245746090068045,0.192472100310087,0.206518595229011,0.0931740030384876,0.270094497561772,0.176802902164269,0.0470490424919144,0.0315801689853801,0.0971439916049803,0.00839206105595055,0.245754819374129,0.269144844478037,0.233681763806791,0.103006628940292,0,0,0.139313711166761,0.20942512357658,0,0,0.191614151913081,0.175036410082219,0.0836266045522445,0.166268246519225,0.0977515778361846,0,0,0.116543798205237,0.012482074422247
"1-11-09-15_16",0.143813965941906,0.17032125983656,0,0.169576687080679,0.210438922553819,0,0.257740774276326,0,0,0,0,0,0,0.259342424197362,0.184805533303428,0,0.194262506160214,0,0.219788482713828,0.109365742668077,0.173928479565849,0.210068839521984,0.212614787765013,0.0349803599293642,0.000304356096633061,0.18425847132866,0.20100117944701,0.113036857137196,0.0683140605435663,0,0.175467205871168,0.174142089451191,0,0.0316653667448903,0,0,0.0923447318068232,0.184124132087829,0.171656316618778,0.136185814566201,0.0714456902638244,0.041863447584203,0,0,0,0,0.0849581256845263,0.0954598212090864,0.0594357673049001,0.0966794683281706,0.135214912177083,0.0250225461641952,0.245188754973528,0.13670727054572,0.066901901406504,0.138916531098786,0.369968393474211,0.020216696417452,0.0402844820364384,0.0307265781335274,0.0382240304439656,0.0547503179885862,0.218660291769132,0.279069361919169,0.364987738754425,0.0536163855758354,0,0,0.139258765725464,0.231634638938931,0,0,0.201792060686817,0.186845185710502,0,0.0840072565133765,0.102572007930585,0,0,0.125202919572866,0.0914928410211631,0.147999211953532,0.185810781912482,0,0.184239240763297,0.236345622740643,0,0.256845233068792,0,0,0,0,0,0,0.254920074451196,0.190893542187203,0,0.204119564770356,0,0.21103296521003,0.095378608579521,0.201717343077124,0.201348690445016,0.192819156511881,0.0701009415999374,0,0.157065500602208,0.19227710006112,0.113260677751124,0.163651568876698,0,0.173223252302121,0.166427515564505,0,0.0450463769142797,0,0,0.0990480464810704,0.189761225772421,0.223338871214429,0.135676745996606,0.104003175582285,0.0595071744845113,0,0,0,0,0.0961903825141649,0.104384784527722,0.0862567297396461,0.104770316189157,0.137206811250802,0.0249228837387055,0.230593265101618,0.12888399957064,0.0524609559674938,0.127213922068339,0.373510134638807,0.0821484992101106,0.061460112869585,0.0465131609502792,0.0990970730397422,0.0820518815733987,0.227812298493464,0.288375915753623,0.353799688037118,0.0899348352728343,0,0,0.141130383951551,0.241370277337165,0,0,0.194691629388612,0.190484380828965,0,0.096929736724539,0.111639486307839,0,0,0.134965928828669,0.0589696064875686
"1-11-09-15_18",0.167516423756356,0.153907532110107,0,0.261439925622521,0.259459103595447,0,0.290832461746547,0,0,0,0,0,0,0.227581003461444,0.310296012447241,0,0.238778545004075,0,0.240542456126752,0.118915421409699,0.26106687010696,0.224037648132483,0.212958954397824,0.139897325780855,0.074318327875876,0.0653297855740718,0.240754942227036,0.0907154216403663,0.128763757483827,0,0.193182486320812,0.17491121809113,0,0.0501820865367517,0.0102165029127902,0,0.112592567230907,0.315631932928145,0.281037325174729,0.137475726004202,0.17696912919288,0.114921160315256,0,0,0,0,0.109289836166247,0.116082616823219,0.0312673768442759,0.120348531879888,0.173253207576601,0.0918998218589542,0.32885116324579,0.20816676077983,0.198166200577154,0.130996596762671,0.413401218292572,0.00447677672076105,0.0711085787791035,0.0429845848165181,0.123555810510518,0.0400070236037639,0.260699590313914,0.3395568884847,0.401273179569291,0.0617599365628091,0,0,0.231033476321722,0.269491149935785,0,0,0.246316094934042,0.205748033751489,0,0.122908198564386,0.116054387909985,0,0,0.128356427148005,0.0420338112649439,0.167244670046004,0.194196767429504,0,0.274058504765057,0.27021408664281,0,0.297123037148814,0,0,0,0,0,0,0.257740841019872,0.314152999853092,0,0.249510824759507,0,0.47119019960864,0.053301679356834,0.204638145552998,0.236902956986204,0.230855070455688,0.161049056154035,0.00562231471535983,0.0310420784637799,0.248063518408126,0.0979490859669307,0.180204938147314,0,0.197347101774436,0.135256481013492,0,0.0511660691293538,0.010538482458526,0,0.112279881020542,0.319045387030386,0.314366580882148,0.109996934230941,0.181138102892265,0.130391688931071,0,0,0,0,0.109537036432163,0.115593411799235,0.0352459443391086,0.114592776164778,0.195620123295876,0.115737236201984,0.330978184648425,0.199935850226508,0.186859342723641,0.120852472135101,0.360161263580047,0.147765525246663,0.0751311735703737,0.0430841483952887,0.148811429293346,0.0367526847469348,0.254260309482964,0.371980257571469,0.37706152936038,0.148674612242624,0,0,0.206221343645271,0.258310985469018,0,0,0.242220248331097,0.212406316598871,0,0.132678324508795,0.129623483928974,0,0,0.151359000573523,0.0260050508983913
"1-11-09-15_20",0.178988845024549,0.187456314111691,0,0.276777924482774,0.245005058934022,0,0.282473362098682,0.00220675606857919,0,0,0,0,0,0.354230267882365,0.333337609411884,0,0.268715697474385,0,0.34977597022849,0.148515637087059,0.408232581021211,0.293321359916558,0.229446983362831,0.173840744045235,0.0043165298393357,0.0809279831359914,0.22310317918903,0.144431571363347,0.188843429465492,0,0.212414294850197,0.204287843879295,0,0.0727036503537421,0.000595144322498206,0,0.0996154169195262,0.337523054394792,0.341456006884269,0.130494436821962,0.15100800589799,0.0949332827887746,0,0,0,0,0.124397275211506,0.147013527635801,0.0752836662622787,0.139126287819427,0.215045363043757,0.157129738049316,0.307016774780034,0.253249529159102,0.204679373230627,0.134624999372066,0.435324461770635,0.0491590173502414,0.0468295638437008,0.0379774019295173,0.0468192329337052,0.0587791811807009,0.124311206064922,0.338853088870843,0.381678002642098,0.111200751883988,0,0,0.228108840635853,0.267385047991012,0,0,0.239412632818503,0.172482802913917,0.0732822954194545,0.161318296268906,0.137691670965264,0,0,0.150860444457114,0.0550872894387409,0.185936586976067,0.204475810342007,0,0.287619405795334,0.218242810670573,0,0.290094625090255,0.00105624504885133,0,0,0,0,0,0.358838856409136,0.322495445559746,0,0.270978977379208,0,0.668493737374206,0.080299422637262,0.33326475397154,0.294188301603911,0.229161893863605,0.22538889272263,0.00312643802614839,0.0387159009351193,0.26415516197983,0.147314418324362,0.206926887739112,0,0.220119066739968,0.18604841560898,0,0.0825732585796224,0.00834384975131765,0,0.114728397329904,0.325805869915445,0.351848392924094,0.126997756976106,0.16109738555154,0.0920248736789032,0.128949512629387,0,0,0.158916999060928,0.131488006913533,0.147648749507409,0.0754552297849402,0.142203233105842,0.218488332892951,0.166334646538733,0.306466766586839,0.240484581699066,0.202696988108381,0.123303811789721,0.425338429727471,0.185087984926483,0.0717288066552061,0.0485349837369395,0.149497583164646,0.056456195570726,0.155497278110739,0.35599124712852,0.365869865093798,0.167531491006847,0,0,0.194365559445307,0.252994558637059,0,0,0.236584334978247,0.201519579325243,0.114133061550423,0.178869395392925,0.144005728817933,0,0,0.151230276872846,0.0339726428331626
"1-11-15-15_05",0.181394861412929,0.119756341112794,0,0.265283036878407,0.317037838540974,0,0.305903513201863,0,0,0,0,0,0,0.366041200815164,0.308984235701898,0,0.292303317161132,0,0.35457247047079,0.142294783890059,0.315610983812048,0.287883353681752,0.290954999508253,0.210353923887132,0.0730366206407248,0.0728634512752133,0.340396842151308,0.117551243801813,0.211001832517947,0,0.233402178190278,0.250062761352825,0,0.0397790055248619,0.00608719308984561,0,0.157148843673594,0.310144252838754,0.32787534212783,0.151732821422147,0.18230142344,0.102036648234893,0,0,0,0,0.117265162340992,0.131440455666496,0.0672386018699552,0.118736973701448,0.213056341419244,0.0914947946763804,0.352977380705093,0.271712823152713,0.28652541625703,0.117912246986341,0.372991883316414,0.0501304334160983,0.058633565235355,0.0571376675986878,0.0672272773539237,0.0572973235716105,0.315809840760018,0.276167241246379,0.311912450179018,0.114401359750327,0,0.0477465417224453,0.229404670319954,0.233110470278693,0,0,0.257961580555121,0.235819413806446,0.00897695515307506,0.152335579338993,0.130542031426539,0,0,0.144708789269326,0.0559661598958367,0.185879913501774,0.150544969653961,0,0.278936892423422,0.304489959986114,0,0.31596288610689,0,0,0,0,0,0,0.374715749066405,0.314135274588698,0,0.298976970658829,0,0.638324510618062,0.0769454008649286,0.214966260108914,0.307990973522214,0.283719195741663,0.250907333778028,0.12097742934817,0.0393794326394672,0.344161049015304,0.114244851294264,0.22412902401402,0,0.233288269084017,0.216618866294737,0,0.042057939835168,0.0440251572327044,0,0.150921167064839,0.315168817401237,0.361281028733377,0.136927656564874,0.210408783198675,0.102247453196416,0,0,0,0,0.130898536959182,0.1451853030157,0.0812917786554673,0.13488690525799,0.229802851150375,0.11195072455652,0.349936106262806,0.264410521165014,0.285132048665592,0.119364154592209,0.340706482160324,0.0824615573682351,0.0705983859204966,0.0734936029262356,0.0884476984536455,0.043688592252057,0.297497667925661,0.291952586689615,0.301050475937654,0.168728656829601,0,0,0.202589500320169,0.22376528737839,0,0,0.257929689627503,0.231124020162552,0.0892458366296478,0.166820032810639,0.138206803475907,0,0,0.150352384080627,0.0150380777674442
